1.5708
3.14159
0
eulerscatter testing
ID;ID;phi1A;PHIA;phi2A;minDev;myDev;eulNew0;eulNew1;eulNew2;disoriANew
ID;54;2.49325;2.31791;5.94849;0.0174533;1.13819;3.00932;1.65854;0.309113;0.899477
ID;55;1.92406;1.60025;0.145306;0.0174533;5.29401;0;1.5708;0;0.380829
ID;56;2.12139;0.213211;0.589532;0.0174533;0.224936;1.56475;0.306388;1.25906;0.211893
ID;57;0.960435;0.964124;5.63662;0.0174533;4.76999;0;1.5708;0;1.01009
ID;58;0.649085;1.44005;0.268648;0.0174533;3.41639;0;1.5708;0;0.728098
ID;59;0.758854;1.75267;0.706295;0.0174533;4.79981;0;1.5708;0;0.991607
ID;60;2.71418;0.963411;0.372096;0.0174533;6.00285;0;1.5708;0;0.76266
ID;61;1.48878;0.950352;0.124526;0.0174533;3.32226;0;1.5708;0;0.632553
ID;62;1.48509;0.864979;4.94889;0.0174533;1.88862;1.33694;1.22025;5.54615;0.640892
ID;63;1.64765;2.74897;1.01047;0.0174533;4.22987;0;1.5708;0;0.744903
ID;64;0.266224;2.79232;6.08521;0.0174533;4.47864;0;1.5708;0;0.579023
ID;65;0.972675;1.02048;0.703065;0.0174533;4.19121;0;1.5708;0;0.942559
ID;66;2.18662;1.09484;6.05386;0.0174533;3.69369;0;1.5708;0;0.76248
ID;67;1.89942;1.0511;0.181975;0.0174533;4.88539;0;1.5708;0;0.66242
ID;68;0.582122;2.65743;0.540862;0.0174533;5.86681;0;1.5708;0;0.485879
ID;69;0.614793;1.3443;0.523601;0.0174533;0.611306;0.751942;1.87537;0.756186;0.59213
ID;70;0.819323;1.69314;0.292969;0.0174533;4.74019;0;1.5708;0;0.829192
ID;71;2.39512;0.759015;0.0638324;0.0174533;1.87623;1.128;0.923262;1.85161;0.853744
ID;72;2.31967;1.84374;6.04261;0.0174533;1.11677;2.85119;1.41792;0.566146;1.01648
ID;73;0.782668;1.7851;0.0423137;0.0174533;2.79814;1.069;2.62436;0.262164;0.719284
ID;74;1.28791;2.25663;5.95023;0.0174533;5.35263;0;1.5708;0;0.767122
ID;75;1.17062;3.0857;6.26964;0.0174533;5.29834;0;1.5708;0;0.390602
ID;76;0.905415;2.14918;6.00813;0.0174533;3.00623;3.3381;2.18258;1.73265;1.03673
ID;77;0.86667;1.09789;0.628643;0.0174533;1.73932;1.02971;1.79664;1.03731;0.830837
ID;78;0.773146;0.999428;0.299135;0.0174533;0.467167;0.856176;1.38512;0.395934;0.413268
ID;79;0.792699;1.48229;5.94818;0.0174533;4.92379;0;1.5708;0;0.847652
ID;80;2.1386;1.41491;0.893855;0.0174533;6.16521;0;1.5708;0;0.855036
ID;81;1.38265;1.76153;5.19548;0.0174533;3.3709;0;1.5708;0;0.566556
ID;82;1.30971;2.01372;1.14881;0.0174533;5.75416;0;1.5708;0;0.623398
ID;83;1.57411;2.6156;0.364237;0.0174533;5.90663;0;1.5708;0;0.635537
ID;84;2.42454;0.944827;6.09955;0.0174533;0.80358;2.20531;0.95463;0.295618;0.393637
ID;85;0.916202;2.34813;5.92128;0.0174533;5.07793;0;1.5708;0;0.843035
ID;86;1.83231;1.04058;0.590052;0.0174533;1.85117;1.47398;1.29409;1.48821;0.856515
ID;87;1.43938;2.01794;1.35903;0.0174533;0.31103;1.64719;2.14341;1.55951;0.241264
ID;88;2.21279;1.7877;5.70173;0.0174533;0.944983;2.31914;1.4956;0.034121;0.680524
ID;89;1.27376;1.05665;6.02238;0.0174533;0.0187537;1.27354;1.05831;6.02469;0.00277114
ID;90;1.13191;0.964425;0.166031;0.0174533;4.98376;0;1.5708;0;0.73246
ID;91;0.968775;0.202954;0.939982;0.0174533;2.15779;1.05115;1.98176;1.4616;0.759459
ID;92;0.514214;1.58623;6.21548;0.0174533;4.70549;0;1.5708;0;0.519297
ID;93;2.18895;1.19757;0.327945;0.0174533;0.176192;2.18729;1.19581;0.42193;0.0934089
ID;94;1.68591;2.41347;4.83487;0.0174533;2.33075;2.66195;1.72851;6.26501;0.906642
ID;95;1.13834;2.20549;0.22971;0.0174533;2.29537;3.38448;2.38297;2.0196;0.548454
ID;96;2.86303;2.28545;0.083167;0.0174533;5.97099;0;1.5708;0;0.779827
ID;97;0.854139;2.32993;5.78123;0.0174533;5.83073;0;1.5708;0;0.838055
ID;98;1.28582;1.72352;5.80781;0.0174533;1.91668;1.94917;2.0478;0.951972;0.787531
ID;99;2.86358;1.17611;0.179523;0.0174533;2.58067;2.33746;0.78073;1.22297;0.932815
ID;100;1.30714;1.00511;5.50489;0.0174533;6.25367;0;1.5708;0;0.936618
ID;101;0.522979;2.13793;5.91237;0.0174533;0.250708;0.522826;2.25094;5.89117;0.114962
ID;102;1.69385;1.08677;6.17598;0.0174533;6.18855;0;1.5708;0;0.503985
ID;103;0.96424;1.77153;0.784712;0.0174533;4.10559;0;1.5708;0;0.952959
ID;104;1.99648;0.888598;5.89615;0.0174533;0.977112;1.85969;1.17854;0.521548;0.794105
ID;105;2.769;2.41668;6.25402;0.0174533;0.24899;2.90489;2.36384;0.0941229;0.109319
ID;106;1.60875;1.40548;5.07882;0.0174533;5.26438;0;1.5708;0;0.406219
ID;107;2.13997;2.03551;5.62417;0.0174533;0.233559;2.26831;2.01307;5.84975;0.205988
ID;108;1.35644;0.555312;1.09272;0.0174533;0.0914347;1.28348;0.610719;1.20807;0.0874076
ID;109;1.71131;1.24927;5.93143;0.0174533;1.83878;1.92589;1.67239;1.20046;0.473127
ID;110;1.82565;2.52754;0.493984;0.0174533;0.544255;2.55633;2.54848;1.23229;0.428206
ID;111;0.431191;1.76619;0.287553;0.0174533;0.210538;0.432753;1.77322;0.286119;0.00740214
ID;112;1.32871;1.54155;5.65214;0.0174533;3.04271;1.46153;1.75582;6.14396;0.542131
ID;113;0.976939;2.13943;0.785291;0.0174533;5.39506;0;1.5708;0;0.992495
ID;114;1.66937;0.755705;0.350518;0.0174533;5.93594;0;1.5708;0;0.873527
ID;115;1.19706;0.800062;5.45766;0.0174533;1.78471;1.09198;1.98071;6.17531;0.810208
ID;116;1.53952;1.86257;1.36935;0.0174533;2.164;2.88568;1.84789;2.7778;0.658994
ID;117;1.41064;1.14575;0.413358;0.0174533;4.86522;0;1.5708;0;0.587979
ID;118;0.563792;1.575;0.373102;0.0174533;3.25747;0;1.5708;0;0.67267
ID;119;1.72851;1.83161;0.729794;0.0174533;1.61933;2.04254;1.54699;2.12015;0.47379
ID;120;1.34808;0.364704;1.08287;0.0174533;4.18697;0;1.5708;0;0.795218
ID;121;2.70631;1.89782;6.1516;0.0174533;1.01013;3.04615;1.21885;0.505665;0.981797
ID;122;1.9359;2.54519;6.2391;0.0174533;2.00042;3.74569;1.54903;1.47095;0.536749
ID;123;1.58582;1.75209;0.390134;0.0174533;1.57085;2.23133;1.90963;1.66094;0.791952
ID;124;1.76938;0.764068;5.54605;0.0174533;3.54092;0;1.5708;0;0.927101
ID;125;1.96285;1.14154;6.11895;0.0174533;2.26137;2.38089;1.40118;1.38269;0.485636
ID;126;1.22357;2.31745;5.7946;0.0174533;4.4108;0;1.5708;0;0.83549
ID;127;1.64419;1.86471;6.08964;0.0174533;4.23345;0;1.5708;0;0.364804
ID;128;1.78015;1.52931;6.0514;0.0174533;3.53295;0;1.5708;0;0.311531
ID;129;1.13991;0.687245;0.445121;0.0174533;0.83084;1.02373;1.36721;0.718954;0.716795
ID;130;1.04446;1.21883;5.94978;0.0174533;0.231255;1.0261;1.30502;6.05047;0.129514
ID;131;2.91876;0.670027;6.19774;0.0174533;3.20843;0;1.5708;0;0.735106
ID;132;0.786147;0.445436;0.0242783;0.0174533;0.728172;0.828807;0.821948;0.148844;0.409276
ID;133;1.67604;1.08329;5.51869;0.0174533;4.80269;0;1.5708;0;0.884042
ID;134;0.78445;0.725834;0.455201;0.0174533;0.748273;0.65456;1.15007;0.702261;0.467353
ID;135;1.68277;1.84587;0.611005;0.0174533;1.72184;2.27305;2.07273;1.32466;0.756996
ID;136;1.07782;1.39535;6.0885;0.0174533;3.28622;0;1.5708;0;0.571893
ID;137;2.25139;0.235115;0.0961449;0.0174533;1.16652;0.779946;0.98712;1.87657;0.807158
ID;138;2.01161;1.73369;5.34525;0.0174533;5.68687;0;1.5708;0;0.753733
ID;139;2.1841;1.12035;5.61927;0.0174533;4.15706;0;1.5708;0;0.899709
ID;140;2.1984;2.38098;6.07309;0.0174533;4.45478;0;1.5708;0;1.04383
ID;141;1.37646;1.86129;4.95043;0.0174533;3.32998;0;1.5708;0;0.437506
ID;142;0.933751;2.60936;0.235916;0.0174533;5.93791;0;1.5708;0;0.87098
ID;143;2.7623;2.52294;0.195395;0.0174533;3.40079;0;1.5708;0;0.838059
ID;144;2.09671;2.3475;0.765983;0.0174533;4.00862;0;1.5708;0;0.827741
ID;145;2.03431;1.81041;0.154623;0.0174533;4.22475;0;1.5708;0;0.52671
ID;146;1.20475;1.18695;0.422906;0.0174533;1.13506;1.36925;1.83686;1.31522;0.937013
ID;147;2.05016;1.78345;5.79901;0.0174533;2.73493;2.35342;1.58146;1.09492;0.363263
ID;148;1.01207;1.76761;0.177798;0.0174533;2.33145;2.99369;2.62034;2.5234;0.577119
ID;149;1.13796;1.99786;0.627247;0.0174533;0.413321;1.36013;2.24151;0.860812;0.329118
ID;150;1.79303;1.85157;5.74287;0.0174533;2.76492;2.25466;1.72958;0.845058;0.54664
ID;151;0.58169;1.23363;5.70496;0.0174533;2.24911;0.796768;2.21023;6.23647;0.934383
ID;152;0.778731;1.9721;0.123756;0.0174533;1.53352;1.65415;2.86435;0.942211;0.579918
ID;153;1.30147;2.54282;5.27634;0.0174533;2.40425;3.30862;2.00564;1.24061;0.493858
ID;154;1.16433;2.14563;6.0442;0.0174533;5.5955;0;1.5708;0;0.700037
ID;155;1.34631;2.10507;5.17709;0.0174533;0.60614;1.76678;2.2914;5.74054;0.495925
ID;156;2.22961;1.22106;5.78281;0.0174533;0.846905;2.25788;1.16304;6.26278;0.494451
ID;157;1.75474;1.87161;1.23313;0.0174533;6.03783;0;1.5708;0;0.505564
ID;158;1.37142;1.92903;5.86332;0.0174533;4.13318;0;1.5708;0;0.558119
ID;159;0.796626;1.15214;6.1751;0.0174533;3.70413;0;1.5708;0;0.880554
ID;160;2.00731;1.88947;5.42951;0.0174533;5.68751;0;1.5708;0;0.832244
ID;161;1.92784;1.62315;0.0843299;0.0174533;2.20126;2.3516;1.60953;1.01946;0.77605
ID;162;1.37607;1.81685;0.760094;0.0174533;1.94217;2.04941;2.19247;1.90595;1.0019
ID;163;1.38591;3.06333;5.90327;0.0174533;4.52266;0;1.5708;0;0.2101
ID;164;1.46637;2.23218;4.82777;0.0174533;5.09225;0;1.5708;0;0.684624
ID;165;1.6239;2.42597;0.473099;0.0174533;4.34183;0;1.5708;0;0.825165
ID;166;1.04529;2.30539;5.836;0.0174533;2.86982;3.62417;2.4092;2.21785;0.929151
ID;167;2.32012;1.87566;6.03039;0.0174533;5.34502;0;1.5708;0;0.871238
ID;168;1.04993;2.4013;0.748265;0.0174533;2.51954;1.87894;2.80042;1.3936;0.565168
ID;169;1.67678;0.577797;1.45524;0.0174533;4.57668;0;1.5708;0;0.577874
ID;170;2.19996;0.510178;0.396581;0.0174533;0.912404;1.17663;0.794276;1.80668;0.857252
ID;171;1.41668;1.55498;6.13259;0.0174533;1.06081;1.58405;1.79241;0.0978768;0.370133
ID;172;1.17208;2.46783;0.616703;0.0174533;0.765545;2.14017;2.77962;1.52142;0.544468
ID;173;1.90698;1.30734;0.480494;0.0174533;2.07335;2.138;1.54158;1.55719;0.562653
ID;174;1.76599;2.85834;0.115876;0.0174533;2.28154;3.75117;1.43843;1.98329;0.903407
ID;175;0.74367;2.27523;6.16007;0.0174533;5.90026;0;1.5708;0;1.04577
ID;176;2.36695;1.09295;5.68049;0.0174533;4.7772;0;1.5708;0;0.979322
ID;177;1.03636;0.155375;6.05724;0.0174533;4.42566;0;1.5708;0;0.775336
ID;178;1.74238;1.5449;0.183441;0.0174533;1.62062;2.40038;1.6298;1.31546;0.796781
ID;179;2.00243;1.06437;5.74766;0.0174533;6.17105;0;1.5708;0;0.773452
ID;180;1.96558;0.955138;0.517376;0.0174533;4.83718;0;1.5708;0;0.954795
ID;181;0.741171;2.29053;6.27537;0.0174533;4.93067;0;1.5708;0;1.02345
ID;182;2.01968;1.65052;0.149188;0.0174533;4.14681;0;1.5708;0;0.473576
ID;183;1.49381;1.71128;5.6969;0.0174533;0.242802;1.5165;1.73721;5.75452;0.064085
ID;184;2.07629;2.72442;5.78735;0.0174533;4.3764;0;1.5708;0;0.702552
ID;185;2.8858;2.397;6.25519;0.0174533;5.29106;0;1.5708;0;0.7771
ID;186;1.09971;2.22973;0.123865;0.0174533;3.4359;0;1.5708;0;0.837239
ID;187;1.81692;0.793846;6.22413;0.0174533;2.32503;1.96405;1.67794;1.51855;0.720404
ID;188;1.1819;1.70812;0.851375;0.0174533;1.21483;2.07665;2.20238;1.86335;0.87194
ID;189;0.922663;1.82162;0.643313;0.0174533;0.962685;1.38601;2.34133;1.06284;0.676372
ID;190;1.72535;2.61725;0.972041;0.0174533;4.10701;0;1.5708;0;0.910616
ID;191;1.20205;1.55233;5.14452;0.0174533;5.93596;0;1.5708;0;0.563897
ID;192;2.15225;0.297692;0.416067;0.0174533;0.694021;1.29685;0.629407;1.52984;0.582181
ID;193;1.43434;1.13061;0.846599;0.0174533;2.02112;1.77208;2.11526;1.84268;0.75509
ID;194;1.99725;1.79038;6.20515;0.0174533;6.28048;0;1.5708;0;0.492575
ID;195;1.07142;0.892194;6.04425;0.0174533;0.836115;0.926365;1.4815;0.375876;0.816281
ID;196;1.20219;1.43657;5.44858;0.0174533;2.33665;2.74608;2.03356;0.520944;0.743447
ID;197;0.326196;2.44437;0.271117;0.0174533;2.25125;3.3572;2.50789;3.01055;0.325878
ID;198;1.8958;1.41657;5.27373;0.0174533;5.82822;0;1.5708;0;0.684868
ID;199;2.41717;2.69213;0.435961;0.0174533;0.268761;2.8127;2.56499;0.827965;0.234578
ID;200;1.49565;0.0448727;1.4501;0.0174533;3.92783;0;1.5708;0;0.2009
ID;201;0.315284;2.31046;6.11019;0.0174533;4.69766;0;1.5708;0;0.842972
ID;202;1.96384;1.81987;1.10521;0.0174533;1.87928;2.10423;1.23706;2.46784;0.631149
ID;203;1.38095;2.37404;1.10445;0.0174533;1.9848;2.10008;2.61313;1.79343;0.495152
ID;204;2.65304;1.91107;5.90107;0.0174533;4.91716;0;1.5708;0;0.656063
ID;205;1.67293;1.76136;0.582006;0.0174533;5.27017;0;1.5708;0;0.610569
ID;206;0.992683;2.75242;6.09829;0.0174533;3.84461;0;1.5708;0;0.551469
ID;207;0.127041;0.977526;0.096874;0.0174533;3.4996;0;1.5708;0;0.619702
ID;208;1.77237;1.99537;5.59188;0.0174533;2.01127;2.77743;1.55809;0.872606;0.798411
ID;209;2.32889;2.53323;5.95799;0.0174533;5.7443;0;1.5708;0;0.77483
ID;210;2.16302;1.64915;0.255912;0.0174533;1.08566;2.20221;1.6677;0.533889;0.277907
ID;211;1.93657;1.62912;0.997257;0.0174533;4.64602;0;1.5708;0;0.688874
ID;212;1.81228;0.951634;1.04034;0.0174533;5.44454;0;1.5708;0;0.79473
ID;213;1.57613;1.05481;1.44547;0.0174533;4.55155;0;1.5708;0;0.530363
ID;214;2.92246;0.460542;6.14578;0.0174533;3.66079;0;1.5708;0;0.580481
ID;215;2.36539;2.15347;0.420822;0.0174533;1.03237;2.90558;1.89669;1.21222;0.768462
ID;216;2.85825;2.8383;6.15878;0.0174533;4.49575;0;1.5708;0;0.342135
ID;217;1.57872;1.65282;5.23041;0.0174533;2.77539;1.94518;1.88461;6.10332;0.876218
ID;218;2.25235;1.24706;5.6053;0.0174533;5.28954;0;1.5708;0;0.924
ID;219;1.09746;1.87598;0.512415;0.0174533;0.402047;1.29129;2.10844;0.638137;0.295213
ID;220;1.55507;1.57664;0.947099;0.0174533;1.50611;1.97048;1.69528;2.0602;0.646087
ID;221;2.25613;2.7839;6.10214;0.0174533;4.45925;0;1.5708;0;0.786643
ID;222;0.514312;1.42485;0.225886;0.0174533;0.806525;0.712981;2.00567;0.299325;0.613735
ID;223;2.98139;1.33284;6.12429;0.0174533;4.75531;0;1.5708;0;0.336603
ID;224;1.19709;2.5633;0.294683;0.0174533;1.62328;3.03314;2.54689;2.21317;0.785028
ID;225;1.7416;0.258076;5.6033;0.0174533;5.12098;0;1.5708;0;0.569498
ID;226;1.84504;1.17922;5.70593;0.0174533;0.271778;1.76261;1.2227;5.9796;0.259268
ID;227;1.89397;3.04191;5.49161;0.0174533;1.24922;3.43599;2.74554;0.652711;0.412258
ID;228;2.12921;1.32647;6.15407;0.0174533;2.63951;2.38049;1.30473;1.43047;0.249622
ID;229;0.893721;2.04625;6.19851;0.0174533;3.64464;0;1.5708;0;0.809492
ID;230;2.7964;0.197591;0.29833;0.0174533;0.78304;1.15648;0.356344;2.08287;0.453994
ID;231;1.11586;1.29519;0.367659;0.0174533;5.42096;0;1.5708;0;0.60625
ID;232;0.827524;2.52909;0.533153;0.0174533;4.11126;0;1.5708;0;0.677556
ID;233;0.909964;1.40339;0.263433;0.0174533;0.110498;0.904061;1.47394;0.328618;0.0957009
ID;234;1.06997;1.21818;0.370995;0.0174533;4.18543;0;1.5708;0;0.663677
ID;235;1.2931;3.01096;5.54677;0.0174533;4.26666;0;1.5708;0;0.476638
ID;236;2.04821;0.472537;0.486325;0.0174533;6.19564;0;1.5708;0;0.764781
ID;237;2.17843;2.10468;5.33441;0.0174533;1.06953;2.57881;1.70007;6.20819;0.914552
ID;238;1.95168;2.0905;0.984454;0.0174533;5.61039;0;1.5708;0;0.927368
ID;239;1.94724;1.65989;0.146969;0.0174533;3.43884;0;1.5708;0;0.407373
ID;240;0.0490068;2.80778;6.26951;0.0174533;4.57524;0;1.5708;0;0.339592
ID;241;1.48621;0.608577;0.867198;0.0174533;4.92814;0;1.5708;0;0.981647
ID;242;0.60794;0.947877;6.1729;0.0174533;3.88444;0;1.5708;0;0.845698
ID;243;0.531781;1.34419;6.25744;0.0174533;1.16747;0.74371;2.03461;0.151767;0.735416
ID;244;1.66671;1.6697;4.87301;0.0174533;1.93377;2.0252;1.63731;0.0480757;0.385687
ID;245;1.83943;2.20233;0.284326;0.0174533;0.288163;2.10661;2.28922;0.612346;0.276527
ID;246;1.29181;0.566528;5.01759;0.0174533;0.791726;1.25655;0.979512;5.39202;0.539384
ID;247;1.79713;1.18402;0.662;0.0174533;4.57547;0;1.5708;0;0.830086
ID;248;0.95459;0.857295;0.795988;0.0174533;4.1462;0;1.5708;0;0.874798
ID;249;1.13041;2.47109;0.431482;0.0174533;5.17814;0;1.5708;0;0.958899
ID;250;1.42788;1.46062;5.58932;0.0174533;4.02309;0;1.5708;0;0.723605
ID;251;0.366975;1.13657;0.000549704;0.0174533;0.318294;0.374004;1.43737;0.00767623;0.301008
ID;252;1.10902;1.28275;0.0199902;0.0174533;4.16822;0;1.5708;0;0.540794
ID;253;1.73508;1.74749;6.01746;0.0174533;1.67722;1.98248;1.6177;0.840174;0.564246
ID;254;2.18304;0.62256;6.14675;0.0174533;5.48494;0;1.5708;0;0.778839
ID;255;1.71931;0.481224;6.15627;0.0174533;3.75754;0;1.5708;0;0.481699
ID;256;1.93263;2.44346;0.640539;0.0174533;0.663369;2.55079;2.26248;1.44085;0.586647
ID;257;1.81048;0.669793;0.910931;0.0174533;2.53391;0.929921;1.52121;2.46383;0.604139
ID;258;0.899203;2.47027;5.64788;0.0174533;2.99074;3.30393;2.56724;1.51619;0.724358
ID;259;1.89694;1.1621;5.21049;0.0174533;1.94912;1.74948;1.40629;0.331533;0.350352
ID;260;1.61619;1.77837;1.50297;0.0174533;6.03777;0;1.5708;0;0.224416
ID;261;1.01854;1.76872;6.16096;0.0174533;2.19559;2.34046;2.36239;1.03645;0.926606
ID;262;1.72731;0.834736;5.44559;0.0174533;4.45246;0;1.5708;0;1.06452
ID;263;1.58624;1.65171;0.00177383;0.0174533;0.415068;1.65793;1.69683;0.302768;0.305385
ID;264;1.8298;2.15599;5.84087;0.0174533;1.00788;2.51412;2.00525;0.525565;0.866175
ID;265;0.284164;1.68602;0.157653;0.0174533;1.47949;0.59131;2.32484;0.0292851;0.7408
ID;266;1.55509;2.06308;5.16987;0.0174533;0.926547;2.0914;2.04801;6.15853;0.867577
ID;267;1.70297;0.742184;4.87334;0.0174533;2.10868;1.68287;1.50301;5.99831;0.881039
ID;268;1.69754;1.62155;0.582815;0.0174533;3.11326;1.73209;1.67881;0.977588;0.397614
ID;269;1.50123;0.885739;5.29201;0.0174533;3.35151;0;1.5708;0;0.876854
ID;270;1.36951;2.34122;5.59726;0.0174533;1.0678;2.40033;2.47732;0.24852;0.695603
ID;271;2.15591;1.44701;5.31884;0.0174533;2.13247;2.05359;1.32014;6.21676;0.709902
ID;272;1.40237;1.68111;0.30552;0.0174533;1.47905;1.67353;1.88134;1.3867;0.637525
ID;273;0.862223;2.13819;5.90981;0.0174533;1.03386;1.99053;2.72983;0.650422;0.884655
ID;274;2.31513;1.61332;6.1109;0.0174533;5.71143;0;1.5708;0;0.767787
ID;275;1.57137;1.38073;5.89448;0.0174533;0.0948729;1.58084;1.42584;5.95698;0.0789179
ID;276;2.99387;0.766113;6.23912;0.0174533;0.669995;2.66429;0.4558;0.714127;0.601375
ID;277;2.36219;1.21458;0.756485;0.0174533;0.850595;2.11003;1.04001;1.5649;0.753501
ID;278;2.1502;1.01028;5.40466;0.0174533;2.9251;1.77111;1.30006;0.0269513;0.868572
ID;279;2.6309;1.43802;6.06442;0.0174533;1.69972;2.71325;1.19095;0.255392;0.55785
ID;280;2.42141;1.15085;0.316618;0.0174533;1.79118;2.00449;1.06419;1.57798;0.625405
ID;281;0.878872;1.08022;6.18587;0.0174533;3.91031;0;1.5708;0;0.866983
ID;282;1.18872;2.58808;5.27653;0.0174533;4.69236;0;1.5708;0;0.828491
ID;283;2.63911;1.38367;6.13527;0.0174533;4.26964;0;1.5708;0;0.567481
ID;284;0.416747;1.01348;0.373877;0.0174533;2.42022;0.720927;2.30954;0.739908;0.536411
ID;285;1.04554;1.2475;0.39933;0.0174533;0.584668;1.09612;1.52629;0.602322;0.353502
ID;286;0.491727;0.5277;0.0353382;0.0174533;5.99143;0;1.5708;0;0.741457
